4.4220 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.4227 	INFO 	Loaded monitor calibration from ['2024_07_12 13:09']
4.5685 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027BCA6ACFA0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027BCA6ACF40>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000027BCA6ACD90>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000027BCAA80EE0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.5686 	EXP 	window1: backgroundImage = ''
4.5686 	EXP 	window1: backgroundFit = 'none'
4.5687 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000027BCA6B4100>
4.5689 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000027BCA6B4100>
4.5704 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000027BCA6B4100>
4.5708 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000027BCA6B4100>
4.5750 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5761 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5769 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5778 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5789 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5797 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5807 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5818 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5824 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5830 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5839 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5847 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5856 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5866 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5875 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5883 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5892 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5900 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5908 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5920 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5927 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.5930 	DEBUG 	Uploading Texture Font fontname to graphics card
4.5966 	DEBUG 	Upload of Texture Font fontname complete
4.5976 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000027BCA6B4100>
4.5977 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000027BCA6B4100>
4.5981 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000027BCA6B4100>
4.5984 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000027BCA6B4100>
4.6045 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6056 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6068 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.6070 	DEBUG 	Uploading Texture Font fontname to graphics card
4.6099 	DEBUG 	Upload of Texture Font fontname complete
4.6114 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.6114 	EXP 	window1: recordFrameIntervals = False
4.7079 	EXP 	window1: recordFrameIntervals = True
4.7827 	EXP 	Screen (0) actual frame rate measured at 148.59Hz
4.7827 	EXP 	window1: recordFrameIntervals = False
4.7828 	EXP 	window1: mouseVisible = False
4.7830 	EXP 	window1: mouseVisible = False
4.7831 	EXP 	window1: mouseVisible = False
4.7835 	EXP 	window1: mouseVisible = False
4.7839 	EXP 	window1: mouseVisible = False
4.7869 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7877 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7887 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7896 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7906 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7916 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7922 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7931 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7942 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7952 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7954 	DEBUG 	Uploading Texture Font fontname to graphics card
4.7958 	DEBUG 	Upload of Texture Font fontname complete
4.7969 	EXP 	window1: mouseVisible = False
4.7970 	EXP 	window1: mouseVisible = False
4.7974 	EXP 	window1: mouseVisible = False
4.7977 	EXP 	window1: mouseVisible = False
4.8110 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
7.2420 	INFO 	keyboard.Keyboard is using iohub backend.
7.2421 	INFO 	keyboard.Keyboard is using iohub backend.
7.2421 	INFO 	keyboard.Keyboard is using iohub backend.
7.2421 	INFO 	keyboard.Keyboard is using iohub backend.
7.2421 	EXP 	untitled: status = STARTED
7.2423 	EXP 	window1: mouseVisible = False
